wall,t,timeScale,bladeGapFraction,heroHipX,heroHipY,heroHandX,heroHandY,heroTipX,heroTipY,foeHipX,foeHipY,foeHandX,foeHandY,foeTipX,foeTipY,heroShoulderX,heroShoulderY,heroElbowX,heroElbowY,heroHeadX,heroHeadY,heroStandX,foeStandX,heroArmWeight,heroBladeWeight
0.68333,0.68333,1.00000,1.021727,3.90793,0.94330,3.76314,1.22146,4.08683,0.54048,6.20000,0.96421,6.22444,0.85703,5.79687,0.23600,4.10510,1.36132,3.82693,1.47344,4.00016,1.57510,3.90793,6.20000,0.73306,0.00000
0.69167,0.69167,1.00000,1.005751,3.92707,0.94305,3.77905,1.20298,4.11342,0.52717,6.20000,0.96418,6.22527,0.85712,5.79818,0.23576,4.12351,1.36141,3.83887,1.45593,4.01847,1.57499,3.92707,6.20000,0.71972,0.00000
0.70000,0.70000,1.00000,0.989617,3.94631,0.94280,3.79521,1.18325,4.13861,0.51199,6.20000,0.96414,6.22549,0.85714,5.79816,0.23594,4.14187,1.36143,3.85163,1.43698,4.03683,1.57488,3.94631,6.20000,0.70605,0.00000
0.70833,0.70833,1.00000,0.973677,3.96563,0.94255,3.81241,1.16267,4.16427,0.49581,6.20000,0.96411,6.22608,0.85724,5.79899,0.23588,4.16031,1.36140,3.86561,1.41710,4.05528,1.57477,3.96563,6.20000,0.69212,0.00000
0.71667,0.71667,1.00000,0.957538,3.98500,0.94230,3.83049,1.14141,4.18975,0.47850,6.20000,0.96407,6.22648,0.85728,5.79939,0.23592,4.17871,1.36129,3.88086,1.39641,4.07387,1.57465,3.98500,6.20000,0.67795,0.00000
0.72500,0.72500,1.00000,0.941291,4.00440,0.94205,3.84949,1.11958,4.21508,0.46015,6.20000,0.96404,6.22685,0.85732,5.79952,0.23612,4.19701,1.36125,3.89742,1.37506,4.09221,1.57457,4.00440,6.20000,0.66363,0.00000
0.73333,0.73333,1.00000,0.925752,4.02379,0.94180,3.86936,1.09770,4.23950,0.44080,6.20000,0.96400,6.22725,0.85735,5.79992,0.23616,4.21535,1.36108,3.91553,1.35350,4.11082,1.57444,4.02379,6.20000,0.64918,0.00000
0.74167,0.74167,1.00000,0.910318,4.04315,0.94155,3.89019,1.07571,4.26334,0.42053,6.20000,0.96396,6.22745,0.85737,5.79988,0.23634,4.23367,1.36087,3.93517,1.33172,4.12941,1.57432,4.04315,6.20000,0.63465,0.00000
0.75000,0.75000,1.00000,0.895925,4.06246,0.94130,3.91165,1.05413,4.28606,0.39966,6.20000,0.96393,6.22793,0.85741,5.80035,0.23638,4.25179,1.36069,3.95615,1.31022,4.14787,1.57421,4.06246,6.20000,0.62011,0.00000
0.75833,0.75833,1.00000,0.881916,4.08169,0.94105,3.93408,1.03288,4.30823,0.37826,6.20000,0.96389,6.22834,0.85749,5.80077,0.23646,4.26996,1.36050,3.97867,1.28897,4.16633,1.57411,4.08169,6.20000,0.60558,0.00000
0.76667,0.76667,1.00000,0.868551,4.10081,0.94081,3.95710,1.01230,4.32924,0.35653,6.20000,0.96385,6.22872,0.85752,5.80091,0.23666,4.28795,1.36022,4.00249,1.26823,4.18478,1.57395,4.10081,6.20000,0.59110,0.00000
0.77500,0.77500,1.00000,0.855480,4.11981,0.94056,3.98102,0.99235,4.34989,0.33473,6.20000,0.96381,6.22896,0.85758,5.80091,0.23688,4.30591,1.36004,4.02769,1.24805,4.20297,1.57382,4.11981,6.20000,0.57673,0.00000
0.78333,0.78333,1.00000,0.843627,4.13866,0.94032,4.00529,0.97333,4.36935,0.31304,6.20000,0.96377,6.22930,0.85756,5.80148,0.23669,4.32356,1.35981,4.05382,1.22869,4.22107,1.57370,4.13866,6.20000,0.56249,0.00000
0.79167,0.79167,1.00000,0.832631,4.15733,0.94008,4.02976,0.95532,4.38722,0.29144,6.20000,0.96373,6.22969,0.85764,5.80164,0.23693,4.34089,1.35960,4.08083,1.21019,4.23888,1.57363,4.15733,6.20000,0.54843,0.00000
0.80000,0.80000,1.00000,0.823254,4.17581,0.93985,4.05421,0.93857,4.40247,0.26981,6.20000,0.96369,6.22991,0.85764,5.80162,0.23710,4.35824,1.35920,4.10880,1.19270,4.25690,1.57350,4.17581,6.20000,0.53457,0.00000
